"service_quote_id","service_id","name","index","quote","unit","start_date","end_date","hidden","disabled","deleted","deleted_at","created_at","created_by","updated_at","updated_by"
8599,1007,"(SG-SAV2)0 ~ 30","19107_days30",0.0000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8600,1007,"(SG-SAV2)271 ~ 365","19107_days365",1.8000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8601,1007,"(SG-SAV2)31 ~ 60","19107_days60",0.2800,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8602,1007,"(SG-IAH4)61 ~ 90","19108_days_geq61_leq90",0.4800,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8603,1007,"(SG-IAH4)365+","19108_days_other",2.5000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8604,1007,"(SG-IAH4)91 ~ 120","19108_days120",1.0000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8605,1007,"(SG-IAH4)121 ~ 180","19108_days180",1.2000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8606,1007,"(SG-IAH4)181 ~ 270","19108_days270",1.5000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8607,1007,"(SG-IAH4)0 ~ 30","19108_days30",0.0000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
8608,1007,"(SG-IAH4)271 ~ 365","19108_days365",1.8000,"per CBM per day","2024-05-13 00:00:00","2099-12-31 23:59:59",0,0,0,,"2024-05-13 07:00:00",0,"2024-05-13 07:00:00",0
