service_group_id,group_name,display_name,description,sort,hidden,disabled,deleted,deleted_at,created_at,created_by,updated_at,updated_by
,SG Parcel,SG Parcel,,0,0,0,0,,2024/8/8 0:00,0,2024/8/8 0:00,0
