zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone
,63000,63099,101,4,107
,63100,63199,101,4,107
,63300,63399,101,4,107
,63400,63499,101,4,107
,63500,63599,101,4,107
,63600,63699,101,4,107
,63700,63799,101,4,107
,63800,63899,101,4,107
,63900,63999,101,4,107
,64000,64099,101,4,107
,64100,64199,101,4,107
,64400,64499,101,4,107
,64500,64599,101,4,107
,64600,64699,101,4,107
,64700,64799,101,4,107
,64800,64899,101,4,107
,64900,64999,101,4,107
,65000,65099,101,4,107
,65100,65199,101,4,107
,65200,65299,101,4,107
,65300,65399,101,4,107
,65400,65499,101,4,107
,65500,65599,101,4,107
,65600,65699,101,4,107
,65700,65799,101,4,107
,65800,65899,101,4,107
,66000,66099,101,4,107
,66100,66199,101,4,107
,66200,66299,101,4,107
,66400,66499,101,4,106
,66500,66599,101,4,106
,66600,66699,101,4,106
,66700,66799,101,4,107
,66800,66899,101,4,106
,66900,66999,101,4,106
,67000,67099,101,4,106
,67100,67199,101,4,106
,67200,67299,101,4,106
,67300,67399,101,4,106
,67400,67499,101,4,106
,67500,67599,101,4,106
,67600,67699,101,4,106
,67700,67799,101,4,106
,67800,67899,101,4,106
,67900,67999,101,4,106
,68000,68099,101,4,106
,68100,68199,101,4,106
,68300,68399,101,4,106
,68400,68499,101,4,106
,68500,68599,101,4,106
,68600,68699,101,4,106
,68700,68799,101,4,106
,68800,68899,101,4,106
,68900,68999,101,4,106
,69000,69099,101,4,106
,69100,69199,101,4,106
,69200,69299,101,4,106
,69300,69399,101,4,106
,70000,70099,101,4,108
,70100,70199,101,4,108
,70300,70399,101,4,108
,70400,70499,101,4,108
,70500,70599,101,4,107
,70600,70699,101,4,107
,70700,70799,101,4,107
,70800,70899,101,4,107
,71000,71099,101,4,107
,71100,71199,101,4,107
,71200,71299,101,4,107
,71300,71399,101,4,107
,71400,71499,101,4,107
,71600,71699,101,4,107
,71700,71799,101,4,107
,71800,71899,101,4,107
,71900,71999,101,4,107
,72000,72099,101,4,107
,72100,72199,101,4,107
,72200,72299,101,4,107
,72300,72399,101,4,107
,72400,72499,101,4,107
,72500,72599,101,4,107
,72600,72699,101,4,107
,72700,72799,101,4,107
,72800,72899,101,4,107
,72900,72999,101,4,107
,73000,73099,101,4,106
,73100,73199,101,4,106
,73300,73399,101,4,106
,73400,73499,101,4,106
,73500,73599,101,4,106
,73600,73699,101,4,106
,73700,73799,101,4,106
,73800,73899,101,4,106
,73900,73999,101,4,106
,74000,74099,101,4,106
,74100,74199,101,4,106
,74300,74399,101,4,107
,74400,74499,101,4,107
,74500,74599,101,4,107
,74600,74699,101,4,106
,74700,74799,101,4,107
,74800,74899,101,4,106
,74900,74999,101,4,107
,75000,75099,101,4,107
,75100,75199,101,4,107
,75200,75299,101,4,107
,75300,75399,101,4,106
,75400,75499,101,4,107
,75500,75599,101,4,107
,75600,75699,101,4,107
,75700,75799,101,4,107
,75800,75899,101,4,107
,75900,75999,101,4,107
,76000,76099,101,4,106
,76100,76199,101,4,106
,76200,76299,101,4,106
,76300,76399,101,4,106
,76400,76499,101,4,106
,76500,76599,101,4,107
,76600,76699,101,4,107
,76700,76799,101,4,107
,76800,76899,101,4,106
,76900,76999,101,4,106
,77000,77099,101,4,107
,77200,77299,101,4,107
,77300,77399,101,4,107
,77400,77499,101,4,107
,77500,77599,101,4,107
,77600,77699,101,4,107
,77700,77799,101,4,107
,77800,77899,101,4,107
,77900,77999,101,4,107
,78000,78099,101,4,107
,78100,78199,101,4,107
,78200,78299,101,4,107
,78300,78399,101,4,107
,78400,78499,101,4,107
,78500,78599,101,4,107
,78600,78699,101,4,107
,78700,78799,101,4,107
,78800,78899,101,4,106
,78900,78999,101,4,107
,79000,79099,101,4,106
,79100,79199,101,4,106
,79200,79299,101,4,106
,79300,79399,101,4,106
,79400,79499,101,4,106
,79500,79599,101,4,106
,79600,79699,101,4,106
,79700,79799,101,4,106
,79800,79899,101,4,105
,79900,79999,101,4,105
,80000,80099,101,4,105
,80100,80199,101,4,105
,80200,80299,101,4,105
,80300,80399,101,4,105
,80400,80499,101,4,105
,80500,80599,101,4,105
,80600,80699,101,4,105
,80700,80799,101,4,105
,80800,80899,101,4,105
,80900,80999,101,4,105
,81000,81099,101,4,105
,81100,81199,101,4,105
,81200,81299,101,4,105
,81300,81399,101,4,105
,81400,81499,101,4,105
,81500,81599,101,4,105
,81600,81699,101,4,105
,82000,82099,101,4,105
,82100,82199,101,4,105
,82200,82299,101,4,105
,82300,82399,101,4,105
,82400,82499,101,4,105
,82500,82599,101,4,105
,82600,82699,101,4,105
,82700,82799,101,4,105
,82800,82899,101,4,105
,82900,82999,101,4,105
,83000,83099,101,4,105
,83100,83199,101,4,105
,83200,83299,101,4,104
,83300,83399,101,4,104
,83400,83499,101,4,105
,83500,83599,101,4,105
,83600,83699,101,4,104
,83700,83799,101,4,104
,83800,83899,101,4,105
,84000,84099,101,4,104
,84100,84199,101,4,104
,84200,84299,101,4,104
,84300,84399,101,4,104
,84400,84499,101,4,104
,84500,84599,101,4,104
,84600,84699,101,4,104
,84700,84799,101,4,104
,85000,85099,101,4,104
,85100,85199,101,4,105
,85200,85299,101,4,104
,85300,85399,101,4,104
,85500,85599,101,4,105
,85600,85699,101,4,105
,85700,85799,101,4,105
,85900,85999,101,4,105
,86000,86099,101,4,104
,86300,86399,101,4,104
,86400,86499,101,4,104
,86500,86599,101,4,105
,87000,87099,101,4,105
,87100,87199,101,4,105
,87300,87399,101,4,105
,87400,87499,101,4,105
,87500,87599,101,4,105
,87700,87799,101,4,105
,87800,87899,101,4,105
,87900,87999,101,4,105
,88000,88099,101,4,105
,88100,88199,101,4,106
,88200,88299,101,4,105
,88300,88399,101,4,105
,88400,88499,101,4,105
,88500,88599,101,4,105
,88900,88999,101,4,104
,89000,89099,101,4,104
,89100,89199,101,4,104
,89300,89399,101,4,104
,89400,89499,101,4,103
,89500,89599,101,4,103
,89700,89799,101,4,102
,89800,89899,101,4,104
,90000,90099,101,4,103
,90100,90199,101,4,103
,90200,90299,101,4,104
,90300,90399,101,4,104
,90400,90499,101,4,104
,90500,90599,101,4,104
,90600,90699,101,4,104
,90700,90799,101,4,104
,90800,90899,101,4,104
,91000,91099,101,4,103
,91100,91199,101,4,103
,91200,91299,101,4,103
,91300,91399,101,4,103
,91400,91499,101,4,103
,91500,91599,101,4,103
,91600,91699,101,4,103
,91700,91799,101,4,103
,91800,91899,101,4,103
,91900,91999,101,4,104
,92000,92099,101,4,104
,92100,92199,101,4,104
,92200,92299,101,4,104
,92300,92399,101,4,104
,92400,92499,101,4,104
,92500,92599,101,4,104
,92600,92699,101,4,104
,92700,92799,101,4,104
,92800,92899,101,4,104
,93000,93099,101,4,103
,93100,93199,101,4,103
,93200,93299,101,4,103
,93300,93399,101,4,103
,93400,93499,101,4,103
,93500,93599,101,4,103
,93600,93699,101,4,102
,93700,93799,101,4,102
,93800,93899,101,4,102
,93900,93999,101,4,102
,94000,94099,101,4,102
,94100,94199,101,4,102
,94200,94299,101,4,102
,94300,94399,101,4,102
,94400,94499,101,4,102
,94500,94599,101,4,102
,94600,94699,101,4,102
,94700,94799,101,4,102
,94800,94899,101,4,102
,94900,94999,101,4,102
,95000,95099,101,4,102
,95100,95199,101,4,102
,95200,95299,101,4,102
,95300,95399,101,4,102
,95400,95499,101,4,103
,95500,95599,101,4,103
,95600,95699,101,4,102
,95700,95799,101,4,102
,95800,95899,101,4,102
,95900,95999,101,4,102
,96000,96099,101,4,103
,96100,96199,101,4,102
,97000,97099,101,4,104
,97100,97199,101,4,104
,97200,97299,101,4,104
,97300,97399,101,4,104
,97400,97499,101,4,104
,97500,97599,101,4,104
,97600,97699,101,4,104
,97700,97799,101,4,104
,97800,97899,101,4,104
,97900,97999,101,4,104
,98000,98099,101,4,105
,98100,98199,101,4,105
,98200,98299,101,4,105
,98300,98399,101,4,105
,98400,98499,101,4,105
,98500,98599,101,4,105
,98600,98699,101,4,104
,98800,98899,101,4,105
,98900,98999,101,4,105
,99000,99099,101,4,105
,99100,99199,101,4,105
,99200,99299,101,4,105
,99300,99399,101,4,105
,99400,99499,101,4,105
,00500,00599,109,4,102
,00600,00699,109,4,125
,00700,00799,109,4,125
,00900,00999,109,4,125
,01000,01099,109,4,103
,01100,01199,109,4,102
,01200,01299,109,4,102
,01300,01399,109,4,103
,01400,01499,109,4,103
,01500,01599,109,4,103
,01600,01699,109,4,103
,01700,01799,109,4,103
,01800,01899,109,4,103
,01900,01999,109,4,103
,02000,02099,109,4,103
,02100,02199,109,4,103
,02200,02299,109,4,103
,02300,02399,109,4,103
,02400,02499,109,4,103
,02500,02599,109,4,103
,02600,02699,109,4,103
,02700,02799,109,4,103
,02800,02899,109,4,103
,02900,02999,109,4,103
,03000,03099,109,4,103
,03100,03199,109,4,103
,03200,03299,109,4,103
,03300,03399,109,4,103
,03400,03499,109,4,103
,03500,03599,109,4,103
,03600,03699,109,4,103
,03700,03799,109,4,103
,03800,03899,109,4,103
,03900,03999,109,4,103
,04000,04099,109,4,104
,04100,04199,109,4,104
,04200,04299,109,4,104
,04300,04399,109,4,104
,04400,04499,109,4,104
,04500,04599,109,4,104
,04600,04699,109,4,104
,04700,04799,109,4,104
,04800,04899,109,4,104
,04900,04999,109,4,104
,05000,05099,109,4,103
,05100,05199,109,4,103
,05200,05299,109,4,103
,05300,05399,109,4,103
,05400,05499,109,4,103
,05500,05599,109,4,103
,05600,05699,109,4,103
,05700,05799,109,4,103
,05800,05899,109,4,103
,05900,05999,109,4,103
,06000,06099,109,4,103
,06100,06199,109,4,102
,06200,06299,109,4,103
,06300,06399,109,4,102
,06400,06499,109,4,102
,06500,06599,109,4,102
,06600,06699,109,4,102
,06700,06799,109,4,102
,06800,06899,109,4,102
,06900,06999,109,4,102
,07000,07099,109,4,102
,07100,07199,109,4,102
,07200,07299,109,4,102
