zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone,start_date,end_date
,22900,22999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,23000,23099,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23100,23199,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23200,23299,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23300,23399,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23400,23499,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23500,23599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23600,23699,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23700,23799,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23800,23899,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,23900,23999,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,24000,24099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24100,24199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24200,24299,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24300,24399,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24400,24499,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24500,24599,19072,2,5,2025/12/23 22:00,2099/12/31 23:59
,24600,24699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24700,24799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24800,24899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,24900,24999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25000,25099,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25100,25199,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25200,25299,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25300,25399,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25400,25499,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25500,25599,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25600,25699,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25700,25799,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25800,25899,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
,25900,25999,19072,2,4,2025/12/23 22:00,2099/12/31 23:59
