zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone,start_date,end_date
,00500,00599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,00600,00699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,00700,00799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,00800,00899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,00900,00999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01000,01099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01100,01199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01200,01299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01300,01399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01400,01499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01500,01599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01600,01699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01700,01799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01800,01899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,01900,01999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02000,02099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02100,02199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02200,02299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02300,02399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02400,02499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02500,02599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02600,02699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02700,02799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02800,02899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,02900,02999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03000,03099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03100,03199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03200,03299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03300,03399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03400,03499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03500,03599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03600,03699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03700,03799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03800,03899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,03900,03999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04000,04099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04100,04199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04200,04299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04300,04399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04400,04499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04500,04599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04600,04699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04700,04799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04800,04899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,04900,04999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05000,05099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05100,05199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05200,05299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05300,05399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05400,05499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05500,05599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05600,05699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05700,05799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05800,05899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,05900,05999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06000,06099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06100,06199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06200,06299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06300,06399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06400,06499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06500,06599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06600,06699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06700,06799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06800,06899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,06900,06999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07000,07099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07100,07199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07200,07299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07300,07399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07400,07499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07500,07599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07600,07699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07700,07799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07800,07899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,07900,07999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08000,08099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08100,08199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08200,08299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08300,08399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08400,08499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08500,08599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08600,08699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08700,08799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08800,08899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,08900,08999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,09000,09099,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09100,09199,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09200,09299,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09300,09399,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09400,09499,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09500,09599,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09600,09699,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09700,09799,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09800,09899,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,09900,09999,19063,2,5,2025/12/19 0:00,2099/12/31 23:59
,10000,10099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10100,10199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10200,10299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10300,10399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10400,10499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10500,10599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10600,10699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10700,10799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10800,10899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,10900,10999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11000,11099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11100,11199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11200,11299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11300,11399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11400,11499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11500,11599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11600,11699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11700,11799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11800,11899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,11900,11999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12000,12099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12100,12199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12200,12299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12300,12399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12400,12499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12500,12599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12600,12699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12700,12799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12800,12899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,12900,12999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13000,13099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13100,13199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13200,13299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13300,13399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13400,13499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13500,13599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13600,13699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13700,13799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13800,13899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,13900,13999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14000,14099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14100,14199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14200,14299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14300,14399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14400,14499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14500,14599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14600,14699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14700,14799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14800,14899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,14900,14999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15000,15099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15100,15199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15200,15299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15300,15399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15400,15499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15500,15599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15600,15699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15700,15799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15800,15899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,15900,15999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16000,16099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16100,16199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16200,16299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16300,16399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16400,16499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16500,16599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16600,16699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16700,16799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16800,16899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,16900,16999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17000,17099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17100,17199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17200,17299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17300,17399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17400,17499,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17500,17599,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17600,17699,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17700,17799,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17800,17899,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,17900,17999,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,18000,18099,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,18100,18199,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,18200,18299,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
,18300,18399,19063,2,8,2025/12/19 0:00,2099/12/31 23:59
