"fee_version_id","fee_version_name","display_name","fee_charge_method_id","service_id","display_notice","hidden","disabled","deleted","deleted_at","created_at","created_by","updated_at","updated_by"
62,"Shipping Fee-S1-2025010601-CN-VIP","Shipping Fee-S1-2025010601-CN-VIP",1,0,,0,0,0,,"2025-01-02 18:42:22",0,"2025-01-02 18:42:31",0
63,"Shipping Fee-S2-2025010601-CN-SVIP","Shipping Fee-S2-2025010601-CN-SVIP",1,0,,0,0,0,,"2025-01-02 18:42:22",0,"2025-01-02 18:42:32",0
64,"Shipping Fee-S3-2025010601-CN-SVIP-Plus","Shipping Fee-S3-2025010601-CN-SVIP-Plus",1,0,,0,0,0,,"2025-01-02 18:42:22",0,"2025-01-02 18:42:32",0
65,"Shipping Fee-OE-2025010601-CN-SVIP-Plus","Shipping Fee-OE-2025010601-CN-SVIP-Plus",1,0,,0,0,0,,"2025-01-02 18:42:22",0,"2025-01-02 18:42:32",0
66,"Shipping Fee-S1-2025010602-CN-VIP","Shipping Fee-S1-2025010602-CN-VIP",1,0,,0,0,0,,"2025-01-02 18:42:22",0,"2025-01-02 18:42:33",0
67,"Shipping Fee-S2-2025010602-CN-SVIP","Shipping Fee-S2-2025010602-CN-SVIP",1,0,,0,0,0,,"2025-01-02 18:42:22",0,"2025-01-02 18:42:33",0
