zone_chart_id,zip_range_start,zip_range_end,warehouse_id,zone_chart_type_id,zone,hidden,disabled,deleted,deleted_at,created_at,created_by,updated_at,updated_by
,21400,21499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,21500,21599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,21600,21699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,21700,21799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,21800,21899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,21900,21999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22000,22099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22100,22199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22200,22299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22300,22399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22400,22499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22500,22599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22600,22699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22700,22799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22800,22899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,22900,22999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23000,23099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23100,23199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23200,23299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23300,23399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23400,23499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23500,23599,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23600,23699,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23700,23799,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23800,23899,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,23900,23999,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24000,24099,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24100,24199,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24200,24299,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24300,24399,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
,24400,24499,101,1,8,0,0,0,,2025/1/6 0:00,0,2025/1/6 0:00,0
